query_id,doc_id
q62574,d9189605
q62574,d557119
q62574,d5415207
q62574,d6358308
q62574,d4565296
q62574,d4565298
q62574,d9087007
q62574,d3370587
q62574,d6200152
q62574,d8247529
q62574,d9189604
q453025,d4152528
q453025,d9157418
q453025,d4216247
q453025,d6486223
q453025,d7664447
q453025,d9110977
q453025,d6486224
q453025,d6486225
q453025,d7664448
q453025,d8937708
q453025,d289610
q453025,d6486222
q453025,d4539821
q453025,d5927804
q453025,d8937710
q453025,d9249094
q453025,d7129943
q453025,d4152530
q453025,d3722502
q453025,d8850917
q264685,d2241494
q264685,d7132900
q264685,d8453055
q264685,d8453054
q264685,d6599432
q264685,d2241487
q264685,d2241489
q264685,d6873286
q264685,d5253618
q264685,d2241492
q264685,d2241491
q264685,d2241493
q264685,d3833575
q264685,d6599431
q264685,d7579667
q264685,d6599430
q264685,d5272453
q264685,d7941710
q264685,d2241490
q264685,d4854417
q362825,d301290
q362825,d301291
q362825,d6400803
q362825,d6801717
q362825,d4895296
q362825,d1037704
q362825,d6614811
q362825,d301289
q362825,d3150313
q362825,d3514403
q362825,d3150312
q362825,d8550439
q362825,d6400804
q362825,d5228563
q362825,d301284
q362825,d3150315
q362825,d4839509
q362825,d301287
q362825,d3150314
q362825,d301285
q107646,d936531
q107646,d7929841
q107646,d6122392
q107646,d936532
q107646,d8089677
q107646,d6624679
q107646,d7779415
q107646,d8202506
q107646,d3707672
q107646,d5403345
q107646,d936528
q107646,d4385946
q107646,d5403346
q107646,d7243518
q107646,d1499172
q107646,d6271350
q107646,d1883680
q107646,d3594240
q107646,d8018959
q107646,d6122393
q29508,d270701
q29508,d270693
q29508,d5809668
q29508,d270695
q29508,d270698
q29508,d6961709
q29508,d5467231
q29508,d270699
q29508,d7598891
q29508,d6639667
q29508,d270696
q29508,d6961708
q29508,d8911351
q29508,d8085907
q29508,d8085906
q29508,d2073584
q29508,d270700
q29508,d270702
q29508,d270694
q29508,d3972544
q298566,d68433
q298566,d68431
q298566,d68427
q298566,d5225371
q298566,d68426
q298566,d699765
q298566,d143640
q298566,d2530455
q298566,d3057225
q298566,d2948223
q298566,d5572087
q298566,d1604541
q298566,d68429
q298566,d1028040
q298566,d648624
q298566,d7084151
q298566,d2127352
q298566,d699771
q298566,d1025729
q298566,d3900849
q361958,d4222489
q361958,d8575943
q361958,d8575942
q361958,d7183802
q361958,d7483947
q361958,d8575944
q361958,d7183804
q361958,d3141972
q361958,d5616718
q361958,d3141971
q361958,d3141974
q361958,d5358477
q361958,d6511187
q361958,d5000871
q361958,d8132009
q361958,d3141975
q361958,d5616717
q361958,d7183801
q361958,d4222492
q361958,d4222490
q173124,d2162056
q173124,d1477655
q173124,d1477650
q173124,d4222245
q173124,d1477653
q173124,d1477656
q173124,d5989473
q173124,d3153224
q173124,d1477657
q173124,d1477649
q173124,d2162054
q173124,d1201235
q173124,d4290687
q173124,d8452134
q173124,d1477652
q173124,d2162051
q173124,d1201239
q173124,d1201241
q173124,d5957905
q173124,d3720364
q66312,d8959446
q66312,d588794
q66312,d588793
q66312,d588796
q66312,d7214499
q66312,d588799
q66312,d7214498
q66312,d2212128
q66312,d588800
q66312,d7682921
q66312,d7664121
q66312,d588798
q66312,d4647898
q66312,d2212129
q66312,d4905285
q66312,d588797
q66312,d1438869
q66312,d7214497
q66312,d8959445
q66312,d5102954
q321874,d2747990
q321874,d8115832
q321874,d2844346
q321874,d5457225
q321874,d768190
q321874,d7200151
q321874,d768198
q321874,d2747987
q321874,d768192
q321874,d7124245
q321874,d768191
q321874,d8576009
q321874,d2747992
q321874,d2747988
q321874,d7631200
q321874,d7635132
q321874,d7631201
q321874,d5531998
q321874,d2747989
q321874,d5039473
q83165,d1378589
q83165,d731177
q83165,d408587
q83165,d1756594
q83165,d2105450
q83165,d7744081
q83165,d6566756
q83165,d731175
q83165,d1034934
q83165,d1280392
q83165,d7249045
q83165,d1034938
q83165,d1233805
q83165,d731181
q83165,d408591
q83165,d408591
q83165,d3089733
q83165,d6794891
q83165,d1114030
q83165,d5739668
q327703,d1623399
q327703,d2805892
q327703,d273130
q327703,d1623395
q327703,d4111475
q327703,d273131
q327703,d1623397
q327703,d4111474
q327703,d8011909
q327703,d6306411
q327703,d2805895
q327703,d6623904
q327703,d2805893
q327703,d3890952
q327703,d1499665
q327703,d8313775
q327703,d4111473
q327703,d8647874
q327703,d1623396
q327703,d8805985
q235071,d1991790
q235071,d6270577
q235071,d1991788
q235071,d2985111
q235071,d6270581
q235071,d1991795
q235071,d1991789
q235071,d6270578
q235071,d6270579
q235071,d6270580
q235071,d7238597
q235071,d2985112
q235071,d1991787
q235071,d8543006
q235071,d7989280
q235071,d7238596
q235071,d8743704
q235071,d1991793
q235071,d8122729
q235071,d1991794
q506689,d175193
q506689,d4176190
q506689,d5447521
q506689,d8039557
q506689,d6353258
q506689,d7365912
q506689,d6513869
q506689,d5180003
q506689,d7333291
q506689,d5662158
q506689,d5180001
q506689,d9055914
q506689,d7585949
q506689,d6353259
q506689,d7365913
q506689,d8957657
q506689,d99763
q506689,d5662157
q506689,d8039556
q506689,d5177643
q417685,d1190931
q417685,d2437155
q417685,d7618608
q417685,d1190928
q417685,d3715138
q417685,d1190927
q417685,d2437157
q417685,d8838585
q417685,d1190933
q417685,d8838583
q417685,d5969433
q417685,d3715136
q417685,d3061767
q417685,d3715134
q417685,d5969434
q417685,d2437158
q417685,d4338302
q417685,d4802993
q417685,d2437153
q417685,d3715135
q227796,d2731677
q227796,d5026526
q227796,d5220241
q227796,d8461295
q227796,d3871566
q227796,d5220242
q227796,d4440023
q227796,d3871565
q227796,d1931059
q227796,d1931063
q227796,d2731678
q227796,d8197859
q227796,d1931064
q227796,d1931061
q227796,d2731676
q227796,d1931056
q227796,d1931058
q227796,d2950021
q227796,d4479680
q227796,d5521142
q178673,d8698882
q178673,d3725093
q178673,d3725094
q178673,d1523414
q178673,d8015977
q178673,d1523413
q178673,d3787053
q178673,d239502
q178673,d1523412
q178673,d239504
q178673,d8080188
q178673,d2843124
q178673,d1523416
q178673,d239500
q178673,d5412042
q178673,d5271678
q178673,d8015976
q178673,d239501
q178673,d1523415
q178673,d6253164
q45101,d4140052
q45101,d4140050
q45101,d3136612
q45101,d407052
q45101,d5654673
q45101,d407051
q45101,d8651349
q45101,d2887613
q45101,d7675253
q45101,d4683319
q45101,d1582552
q45101,d5605385
q45101,d7494335
q45101,d7403333
q45101,d7403336
q45101,d3136610
q45101,d5605390
q45101,d7748931
q45101,d6249335
q45101,d7403334
q526648,d6636987
q526648,d8291046
q526648,d6636985
q526648,d8015350
q526648,d8816445
q526648,d6636984
q526648,d6636991
q526648,d6941710
q526648,d6636990
q526648,d6636988
q526648,d6636992
q526648,d6636993
q526648,d8015353
q526648,d8291045
q526648,d6636986
q526648,d8015352
q526648,d8015354
q526648,d7802934
q526648,d8015351
q526648,d8291044
q330906,d2837597
q330906,d1600696
q330906,d2837594
q330906,d2837596
q330906,d2532205
q330906,d4956307
q330906,d5926984
q330906,d6014120
q330906,d2532211
q330906,d3662640
q330906,d4505795
q330906,d6997332
q330906,d6731577
q330906,d6014121
q330906,d8089131
q330906,d7243163
q330906,d4868845
q330906,d5303936
q330906,d1926243
q330906,d574704
q331348,d5198502
q331348,d2841866
q331348,d2841869
q331348,d7234457
q331348,d2841871
q331348,d9096392
q331348,d2841868
q331348,d2841870
q331348,d5118471
q331348,d2841867
q331348,d9096393
q331348,d9096394
q331348,d3099873
q331348,d6289345
q331348,d2841872
q331348,d490581
q331348,d5101136
q331348,d4944531
q331348,d2841874
q331348,d5530696
q479464,d6406233
q479464,d1317861
q479464,d4552514
q479464,d8694353
q479464,d8477775
q479464,d4552510
q479464,d4410184
q479464,d583689
q479464,d9109513
q479464,d4552508
q479464,d6406232
q479464,d4552509
q479464,d4552513
q479464,d8496286
q479464,d6406231
q479464,d9109512
q479464,d4552511
q479464,d5467102
q479464,d8344847
q479464,d1662750
q517399,d6337313
q517399,d6232575
q517399,d6574117
q517399,d8121382
q517399,d5615129
q517399,d5734274
q517399,d8042096
q517399,d5866087
q517399,d331162
q517399,d5734273
q517399,d5615127
q517399,d5615132
q517399,d5734276
q517399,d6574120
q517399,d6232572
q517399,d5615130
q517399,d5615131
q517399,d6574116
q517399,d6232573
q517399,d5615133
q64640,d2714381
q64640,d4019393
q64640,d574622
q64640,d4676198
q64640,d2854557
q64640,d2313248
q64640,d574621
q64640,d4676199
q64640,d574620
q64640,d574626
q64640,d1345357
q64640,d4188196
q64640,d6016817
q64640,d2854556
q64640,d1345356
q64640,d574624
q64640,d6120680
q64640,d2854555
q64640,d2777053
q64640,d5280317
q309308,d777164
q309308,d777162
q309308,d7388628
q309308,d2623171
q309308,d2623176
q309308,d5521883
q309308,d2623175
q309308,d2623174
q309308,d3443376
q309308,d5695744
q309308,d5708703
q309308,d6101827
q309308,d3244379
q309308,d8944912
q309308,d2623168
q309308,d2623173
q309308,d7348042
q309308,d5695745
q309308,d2623169
q309308,d8944911
q73490,d5519466
q73490,d3184224
q73490,d4376255
q73490,d217060
q73490,d8761755
q73490,d3129010
q73490,d8054016
q73490,d188024
q73490,d730468
q73490,d621272
q73490,d246562
q73490,d188020
q73490,d4258976
q73490,d4258976
q73490,d278580
q73490,d5138459
q73490,d58568
q73490,d3961208
q73490,d246569
q73490,d246569
q490476,d7536202
q490476,d6679823
q490476,d5128228
q490476,d4872805
q490476,d5448910
q490476,d4915915
q490476,d5483398
q490476,d6634412
q490476,d7747090
q490476,d5448911
q490476,d8511126
q490476,d5445094
q490476,d8511127
q490476,d4747898
q490476,d5183304
q490476,d8293325
q490476,d5448151
q490476,d4811082
q490476,d4758561
q490476,d5889203
q481010,d4586252
q481010,d4421234
q481010,d4586250
q481010,d7622452
q481010,d4285604
q481010,d9173985
q481010,d7433647
q481010,d605180
q481010,d4285599
q481010,d4579460
q481010,d7498422
q481010,d9173984
q481010,d7433646
q481010,d4579462
q481010,d4579461
q481010,d4533284
q481010,d7216159
q481010,d9023372
q481010,d7622451
q481010,d7101507
q365216,d8974006
q365216,d3173687
q365216,d6982364
q365216,d4428210
q365216,d5131331
q365216,d3173686
q365216,d3173690
q365216,d6982365
q365216,d3173685
q365216,d5131332
q365216,d7572059
q365216,d6982368
q365216,d6982367
q365216,d3173691
q365216,d7432156
q365216,d7362283
q365216,d3173682
q365216,d8140186
q365216,d4474178
q365216,d1179065
q101120,d3229780
q101120,d882282
q101120,d882284
q101120,d1095709
q101120,d1095708
q101120,d5476587
q101120,d7325174
q101120,d7967962
q101120,d7586891
q101120,d5167219
q101120,d5736315
q101120,d1095710
q101120,d1790556
q101120,d8536688
q101120,d3356894
q101120,d7933294
q101120,d4048969
q101120,d6075784
q101120,d882278
q101120,d7600631
q237217,d6152646
q237217,d7227956
q237217,d7568573
q237217,d2934630
q237217,d2854998
q237217,d8037294
q237217,d7931354
q237217,d5811757
q237217,d7800697
q237217,d3151371
q237217,d8522914
q237217,d2009951
q237217,d2934629
q237217,d5634178
q237217,d6267172
q237217,d7800698
q237217,d2009958
q237217,d7815330
q237217,d8936965
q237217,d8037295
q341107,d6498649
q341107,d6843568
q341107,d2937197
q341107,d7976049
q341107,d1831417
q341107,d6581704
q341107,d2937200
q341107,d8688131
q341107,d6498650
q341107,d2937199
q341107,d4739236
q341107,d2937201
q341107,d5994725
q341107,d813740
q341107,d5481656
q341107,d5529275
q341107,d5529274
q341107,d1831418
q341107,d1831419
q341107,d8435541
q105522,d918698
q105522,d918697
q105522,d918695
q105522,d918696
q105522,d8257408
q105522,d6928874
q105522,d918693
q105522,d918702
q105522,d8845873
q105522,d8845872
q105522,d918699
q105522,d7685724
q105522,d8257407
q105522,d6928873
q105522,d918694
q105522,d918700
q105522,d918701
q105522,d7329600
q105522,d6928875
q105522,d6928876
q262666,d3943461
q262666,d7671484
q262666,d7671482
q262666,d2224360
q262666,d7887143
q262666,d7671483
q262666,d2224358
q262666,d8291572
q262666,d2224352
q262666,d2224359
q262666,d7594665
q262666,d8949052
q262666,d2224354
q262666,d3943458
q262666,d2224356
q262666,d8291571
q262666,d2224355
q262666,d7887144
q262666,d3943459
q262666,d2224353
q38186,d4297333
q38186,d5614451
q38186,d1606816
q38186,d4476880
q38186,d8923160
q38186,d4297334
q38186,d7958564
q38186,d3305514
q38186,d346922
q38186,d8438287
q38186,d9105694
q38186,d3305515
q38186,d7307808
q38186,d7307809
q38186,d7958565
q38186,d7155038
q38186,d8971808
q38186,d8438286
q38186,d4476881
q38186,d3787780
q357886,d8261623
q357886,d8034550
q357886,d3816949
q357886,d6500497
q357886,d5106190
q357886,d8124863
q357886,d6248326
q357886,d7695667
q357886,d8261622
q357886,d3101764
q357886,d6500496
q357886,d8034549
q357886,d1097297
q357886,d3101760
q357886,d4756362
q357886,d3101757
q357886,d3101761
q357886,d3101756
q357886,d1779663
q357886,d574704
q527825,d7244027
q527825,d7086445
q527825,d7152648
q527825,d8284339
q527825,d7784093
q527825,d7152649
q527825,d7406715
q527825,d7253072
q527825,d7475697
q527825,d8284338
q527825,d7055600
q527825,d7055603
q527825,d7475698
q527825,d8511535
q527825,d6778776
q527825,d7055606
q527825,d7152647
q527825,d7086450
q527825,d7406714
q527825,d7475696
q514510,d3357510
q514510,d5949919
q514510,d5479842
q514510,d6226450
q514510,d7343423
q514510,d5479845
q514510,d6226452
q514510,d7760501
q514510,d7760500
q514510,d8029074
q514510,d4258289
q514510,d5479844
q514510,d5934225
q514510,d5949918
q514510,d5479838
q514510,d8450835
q514510,d6226451
q514510,d5433954
q514510,d8029075
q514510,d7900534
q11227,d8609937
q11227,d105859
q11227,d5550618
q11227,d782524
q11227,d105851
q11227,d782525
q11227,d105856
q11227,d105855
q11227,d8609936
q11227,d2916130
q11227,d5550617
q11227,d8047097
q11227,d8047101
q11227,d105854
q11227,d2916131
q11227,d6841633
q11227,d6398877
q11227,d2023498
q11227,d556374
q11227,d8609938
q79722,d5075098
q79722,d4821967
q79722,d2678293
q79722,d4953848
q79722,d4953848
q79722,d4953848
q79722,d629733
q79722,d3664225
q79722,d6518805
q79722,d6977
q79722,d6294407
q79722,d6977
q79722,d6977
q79722,d4682402
q79722,d3786774
q79722,d6914067
q79722,d6593430
q79722,d6593430
q79722,d7093638
q79722,d701947
q524823,d8048458
q524823,d5559355
q524823,d5446452
q524823,d4508725
q524823,d7766441
q524823,d7468989
q524823,d7493145
q524823,d5191380
q524823,d7468990
q524823,d6120133
q524823,d6276519
q524823,d8279118
q524823,d8279118
q524823,d6120132
q524823,d6847684
q524823,d6649462
q524823,d7494489
q524823,d5653087
q524823,d3660295
q524823,d4650586
q242806,d2057030
q242806,d2057032
q242806,d8462839
q242806,d2057029
q242806,d6963470
q242806,d266860
q242806,d2057031
q242806,d8462837
q242806,d6753393
q242806,d3684122
q242806,d2057025
q242806,d2594703
q242806,d2832119
q242806,d9200047
q242806,d2057024
q242806,d6937765
q242806,d3092915
q242806,d2684553
q242806,d8462838
q242806,d936480
q70519,d3557858
q70519,d3557857
q70519,d624451
q70519,d121091
q70519,d624457
q70519,d2804567
q70519,d624454
q70519,d5942780
q70519,d853784
q70519,d3932585
q70519,d3525028
q70519,d39833
q70519,d624453
q70519,d2804568
q70519,d7501164
q70519,d4146164
q70519,d2152298
q70519,d3525029
q70519,d624459
q70519,d6143526
q207245,d7249531
q207245,d4648955
q207245,d1759983
q207245,d1759979
q207245,d1759976
q207245,d1759974
q207245,d7249533
q207245,d4648957
q207245,d8568323
q207245,d8172063
q207245,d1759982
q207245,d9211236
q207245,d4648958
q207245,d1759980
q207245,d4648959
q207245,d1759978
q207245,d4648960
q207245,d4648961
q207245,d6885333
q207245,d6885332
q435504,d7803306
q435504,d3932585
q435504,d8258827
q435504,d6840415
q435504,d8258828
q435504,d3932581
q435504,d6205518
q435504,d3932580
q435504,d6840418
q435504,d1093104
q435504,d5149737
q435504,d3932578
q435504,d5605097
q435504,d3932582
q435504,d8663278
q435504,d3932583
q435504,d3932579
q435504,d7803305
q435504,d6840417
q435504,d4149374
q116893,d99326
q116893,d538615
q116893,d1013214
q116893,d298407
q116893,d1013213
q116893,d384131
q116893,d130201
q116893,d99321
q116893,d3850173
q116893,d99323
q116893,d2941363
q116893,d8176768
q116893,d5780616
q116893,d6223108
q116893,d298405
q116893,d99327
q116893,d99319
q116893,d99328
q116893,d99324
q116893,d298406
q92794,d4736445
q92794,d739506
q92794,d657353
q92794,d5525250
q92794,d812172
q92794,d9105949
q92794,d812176
q92794,d739500
q92794,d4525203
q92794,d812174
q92794,d3337580
q92794,d739504
q92794,d7143478
q92794,d8164272
q92794,d8376731
q92794,d812177
q92794,d812173
q92794,d812175
q92794,d7794735
q92794,d3799266
q487342,d1073157
q487342,d8028974
q487342,d6253249
q487342,d6253251
q487342,d7654874
q487342,d6253248
q487342,d7148870
q487342,d4692819
q487342,d7148871
q487342,d6253250
q487342,d8028975
q487342,d4692820
q487342,d7654875
q487342,d4692822
q487342,d4692825
q487342,d5321173
q487342,d1284297
q487342,d4692823
q487342,d4692824
q487342,d1560499
q5988,d1381405
q5988,d1436415
q5988,d6641028
q5988,d4259707
q5988,d57341
q5988,d5724856
q5988,d57343
q5988,d5026092
q5988,d5493084
q5988,d2788637
q5988,d57349
q5988,d8035720
q5988,d6047138
q5988,d57342
q5988,d1505651
q5988,d1436413
q5988,d117297
q5988,d2735076
q5988,d57346
q5988,d1381406
q161715,d7774422
q161715,d6881995
q161715,d1383973
q161715,d1383979
q161715,d1383972
q161715,d2353716
q161715,d4542889
q161715,d1383980
q161715,d8137668
q161715,d1383978
q161715,d2353715
q161715,d1383975
q161715,d1383977
q161715,d2353714
q161715,d6881996
q161715,d1383981
q161715,d5482388
q161715,d1383976
q161715,d6859040
q161715,d4542887
q459206,d4398238
q459206,d1434278
q459206,d4232723
q459206,d4232729
q459206,d1434275
q459206,d4232725
q459206,d4480491
q459206,d4232728
q459206,d5597993
q459206,d4480489
q459206,d8433268
q459206,d5033519
q459206,d4654395
q459206,d1323790
q459206,d4480492
q459206,d2477488
q459206,d1434272
q459206,d4480494
q459206,d7551549
q459206,d7693675
q359206,d7243380
q359206,d6607239
q359206,d3114935
q359206,d3114934
q359206,d7206816
q359206,d4497179
q359206,d8951018
q359206,d4497178
q359206,d6445447
q359206,d3114931
q359206,d3114929
q359206,d7206817
q359206,d6445449
q359206,d3114930
q359206,d7206818
q359206,d3114933
q359206,d4497177
q359206,d3114937
q359206,d6607238
q359206,d7243379
q56115,d501994
q56115,d4551588
q56115,d1247712
q56115,d8347848
q56115,d501988
q56115,d501989
q56115,d7096704
q56115,d5206645
q56115,d1247711
q56115,d8583019
q56115,d5016554
q56115,d4551587
q56115,d501987
q56115,d501993
q56115,d501991
q56115,d7086499
q56115,d694075
q56115,d501990
q56115,d501986
q56115,d701175
q18606,d6181260
q18606,d173313
q18606,d173321
q18606,d4060155
q18606,d173319
q18606,d581663
q18606,d801879
q18606,d729870
q18606,d2610529
q18606,d1697990
q18606,d2684747
q18606,d4580043
q18606,d3688286
q18606,d4628609
q18606,d7468169
q18606,d2665011
q18606,d2117561
q18606,d2561249
q18606,d386055
q18606,d2639406
q254085,d2152294
q254085,d5865750
q254085,d2152298
q254085,d2152292
q254085,d2152300
q254085,d2152295
q254085,d8876152
q254085,d7865773
q254085,d2152301
q254085,d2152297
q254085,d7689452
q254085,d8876153
q254085,d6625541
q254085,d5865749
q254085,d7978652
q254085,d6625542
q254085,d8388875
q254085,d2152293
q254085,d2152296
q254085,d4889918
q241436,d1799434
q241436,d931571
q241436,d931574
q241436,d931573
q241436,d689068
q241436,d1799439
q241436,d689064
q241436,d931572
q241436,d3682254
q241436,d2045399
q241436,d2045398
q241436,d4792593
q241436,d3072014
q241436,d4891286
q241436,d2045400
q241436,d5021500
q241436,d2045401
q241436,d1004997
q241436,d4885954
q241436,d303609
q482046,d5289179
q482046,d8653092
q482046,d4597704
q482046,d4597701
q482046,d4597702
q482046,d6359843
q482046,d4597707
q482046,d7165390
q482046,d7165391
q482046,d8626723
q482046,d7316862
q482046,d7580173
q482046,d7456879
q482046,d6359845
q482046,d7165392
q482046,d9015449
q482046,d7744810
q482046,d6359846
q482046,d8656071
q482046,d5289180
q35344,d35846
q35344,d35847
q35344,d322078
q35344,d210365
q35344,d262093
q35344,d393292
q35344,d8290388
q35344,d186941
q35344,d186943
q35344,d210366
q35344,d322080
q35344,d731008
q35344,d35848
q35344,d3443687
q35344,d322081
q35344,d71263
q35344,d186945
q35344,d249213
q35344,d562270
q35344,d210368
q14970,d140291
q14970,d140297
q14970,d8303599
q14970,d8769275
q14970,d5820389
q14970,d501532
q14970,d140293
q14970,d4752511
q14970,d6579950
q14970,d501531
q14970,d140295
q14970,d5764255
q14970,d5764256
q14970,d140289
q14970,d3751966
q14970,d5953729
q14970,d8303600
q14970,d140294
q14970,d8106266
q14970,d6066289
q22983,d6719037
q22983,d1272898
q22983,d376904
q22983,d212528
q22983,d212536
q22983,d6029219
q22983,d212534
q22983,d212535
q22983,d3965295
q22983,d7372725
q22983,d4000956
q22983,d1420260
q22983,d212532
q22983,d376905
q22983,d5227933
q22983,d3768695
q22983,d657845
q22983,d376906
q22983,d5711789
q22983,d6127862
q34203,d5414226
q34203,d5851105
q34203,d1289105
q34203,d5108038
q34203,d837424
q34203,d312122
q34203,d312121
q34203,d9016006
q34203,d9016005
q34203,d312124
q34203,d312123
q34203,d3501668
q34203,d282189
q34203,d1945535
q34203,d7464449
q34203,d7451149
q34203,d854621
q34203,d5486
q34203,d421020
q34203,d256704
q295777,d2506588
q295777,d6018983
q295777,d2506590
q295777,d8721511
q295777,d8391519
q295777,d6575559
q295777,d6575562
q295777,d730846
q295777,d730842
q295777,d8391517
q295777,d730848
q295777,d8010843
q295777,d6575560
q295777,d8010842
q295777,d8391518
q295777,d2165068
q295777,d2165067
q295777,d2772991
q295777,d2506591
q295777,d8010841
q149640,d8559943
q149640,d8559942
q149640,d3655222
q149640,d8562122
q149640,d8559941
q149640,d8898649
q149640,d4581341
q149640,d5215207
q149640,d7136578
q149640,d5435118
q149640,d7136577
q149640,d1284721
q149640,d6321194
q149640,d3655220
q149640,d4581339
q149640,d1284722
q149640,d8826163
q149640,d7438040
q149640,d8826161
q149640,d6052159
q158286,d1355551
q158286,d7070567
q158286,d762922
q158286,d8751658
q158286,d3679352
q158286,d6690282
q158286,d8217640
q158286,d5054326
q158286,d762920
q158286,d1355552
q158286,d1355550
q158286,d694307
q158286,d5846147
q158286,d1355553
q158286,d5054328
q158286,d1355549
q158286,d2030199
q158286,d5054327
q158286,d7070568
q158286,d694306
q90629,d2886931
q90629,d793955
q90629,d793950
q90629,d1101359
q90629,d1037164
q90629,d4154119
q90629,d1896401
q90629,d5164471
q90629,d1372308
q90629,d3901966
q90629,d793951
q90629,d793949
q90629,d49599
q90629,d5010441
q90629,d793953
q90629,d49595
q90629,d2885342
q90629,d3371834
q90629,d8469462
q90629,d2886930
q239928,d2032711
q239928,d8672346
q239928,d3439313
q239928,d3755961
q239928,d2032709
q239928,d7090921
q239928,d2032708
q239928,d3439314
q239928,d539028
q239928,d3460776
q239928,d7991410
q239928,d261299
q239928,d7039396
q239928,d7576373
q239928,d3460777
q239928,d539030
q239928,d7039397
q239928,d2032712
q239928,d539029
q239928,d2032710
q71236,d221057
q71236,d6148461
q71236,d221053
q71236,d6987569
q71236,d719523
q71236,d221052
q71236,d630478
q71236,d630475
q71236,d630477
q71236,d630474
q71236,d6508833
q71236,d6918581
q71236,d5542124
q71236,d8090131
q71236,d8367723
q71236,d2904646
q71236,d3882035
q71236,d921956
q71236,d6148460
q71236,d6148462
q232190,d7594041
q232190,d7868382
q232190,d1967358
q232190,d7893317
q232190,d5659029
q232190,d7594042
q232190,d1967357
q232190,d1967365
q232190,d7893316
q232190,d1967366
q232190,d1967364
q232190,d6231191
q232190,d7594040
q232190,d8555114
q232190,d6591296
q232190,d3729570
q232190,d7594039
q232190,d1967359
q232190,d1967362
q232190,d5062533
q115061,d6203187
q115061,d998010
q115061,d998004
q115061,d6325653
q115061,d998008
q115061,d3575131
q115061,d8499426
q115061,d5088614
q115061,d8299958
q115061,d998011
q115061,d3737046
q115061,d5419813
q115061,d2471500
q115061,d4412918
q115061,d998012
q115061,d8794479
q115061,d3477330
q115061,d5681536
q115061,d6520182
q115061,d998009
q124860,d7127553
q124860,d7485192
q124860,d1079401
q124860,d3602605
q124860,d1079395
q124860,d4969120
q124860,d1079397
q124860,d7103750
q124860,d6409320
q124860,d6372348
q124860,d1079396
q124860,d5004696
q124860,d1079402
q124860,d1689430
q124860,d7103749
q124860,d6372347
q124860,d1079399
q124860,d1689429
q124860,d1079400
q124860,d1079393
q422255,d3770288
q422255,d5605076
q422255,d7102245
q422255,d3770282
q422255,d6911737
q422255,d5125233
q422255,d3770290
q422255,d8530628
q422255,d4834174
q422255,d3770285
q422255,d161613
q422255,d3770287
q422255,d5495119
q422255,d5106550
q422255,d4868285
q422255,d1825378
q422255,d3770284
q422255,d3770283
q422255,d8530630
q422255,d6379654
q132178,d6995915
q132178,d7195384
q132178,d1140474
q132178,d4045359
q132178,d6229059
q132178,d5016594
q132178,d1140475
q132178,d1140470
q132178,d1140472
q132178,d2566691
q132178,d7571707
q132178,d8090232
q132178,d1140468
q132178,d6476233
q132178,d1140469
q132178,d6229057
q132178,d5933729
q132178,d1140467
q132178,d6229058
q132178,d8315251
q125695,d7229189
q125695,d1086400
q125695,d1869076
q125695,d5123117
q125695,d1086394
q125695,d7229190
q125695,d4990551
q125695,d1086397
q125695,d2291752
q125695,d1086401
q125695,d1086398
q125695,d7754153
q125695,d9073513
q125695,d8245673
q125695,d1086399
q125695,d1086396
q125695,d261299
q125695,d98290
q125695,d2023498
q125695,d7501164
q282488,d257916
q282488,d2392745
q282488,d8282214
q282488,d8042968
q282488,d2392746
q282488,d7908785
q282488,d3626966
q282488,d4445846
q282488,d8384633
q282488,d2417247
q282488,d546024
q282488,d426830
q282488,d7013
q282488,d3114935
q282488,d6607239
q282488,d3114934
q282488,d7018
q282488,d4497178
q282488,d690415
q282488,d14050
q451444,d278370
q451444,d261299
q451444,d278367
q451444,d8535421
q451444,d4786019
q451444,d4132192
q451444,d6502405
q451444,d5685771
q451444,d3651643
q451444,d6897233
q451444,d7961223
q451444,d4415961
q451444,d6502406
q451444,d6897232
q451444,d4132194
q451444,d4132193
q451444,d9208609
q451444,d5654119
q451444,d6743947
q451444,d821296
q83164,d731172
q83164,d8299328
q83164,d5066615
q83164,d731166
q83164,d731167
q83164,d5604329
q83164,d6250855
q83164,d731165
q83164,d731169
q83164,d7501164
q83164,d6250858
q83164,d6250856
q83164,d731163
q83164,d5604331
q83164,d5066613
q83164,d8299330
q83164,d6250854
q83164,d2550154
q83164,d8763851
q83164,d1095711
q72954,d8178413
q72954,d7039713
q72954,d6162035
q72954,d644957
q72954,d5559189
q72954,d644959
q72954,d8178411
q72954,d8922380
q72954,d5559190
q72954,d644958
q72954,d8178409
q72954,d644956
q72954,d8922379
q72954,d2929194
q72954,d6162036
q72954,d7039712
q72954,d2929195
q72954,d8707370
q72954,d6162033
q72954,d2201357
q123612,d34479
q123612,d3120762
q123612,d599286
q123612,d3981202
q123612,d1069104
q123612,d6402132
q123612,d6360496
q123612,d3981201
q123612,d60738
q123612,d68600
q123612,d1069106
q123612,d34481
q123612,d4021129
q123612,d8100052
q123612,d318883
q123612,d1069105
q123612,d5315452
q123612,d7989197
q123612,d8115191
q123612,d8584259
q446160,d7960123
q446160,d4066096
q446160,d7110215
q446160,d4066095
q446160,d5569993
q446160,d8029413
q446160,d7987202
q446160,d8005552
q446160,d8029410
q446160,d7578080
q446160,d5569992
q446160,d5569994
q446160,d6589037
q446160,d7953994
